NCI,MAE_UE,RMSE_UE,MAE_PRB,RMSE_PRB
357783981,7.8689763295419635,9.162998051530161,14.299892407008915,16.67135664363818
357783979,5.087291795188156,6.54107224823984,13.180820481184455,16.477278860008255
357783980,7.617116978814861,8.825760285188226,18.387166103776476,20.887240900187717
358531244,4.8341833899351645,5.73197015129834,9.886625501698054,12.420431687733863
358531245,6.197750694230175,7.959950897890135,9.188565257636531,11.160678986775403
358531243,9.530849753694582,10.98454796924616,17.141767241379306,19.651529672595625
