NCI,MAE_UE,RMSE_UE,MAE_PRB,RMSE_PRB
357783981,2.9758229184996696,3.7359526310829523,6.112410748527642,7.321743856491159
357783979,2.886363432883143,3.63457089424673,5.9641707990851485,7.179921927813829
357783980,2.939944396743358,3.669203440345798,6.107312717286651,7.300553529562532
358531244,2.9461448085491195,3.668323850946182,5.964346797232792,7.142180297530255
358531245,2.876528142651965,3.623717207016644,6.088618157404395,7.283192964353069
358531243,2.9954102120979744,3.7152713869240035,6.053496030514806,7.255473767708674
